source	interaction_type	target
EDG7	BN	Contig37946_RC 
NM_025149	BN	ACOX2 
NM_025149	BN	CALML4 
NM_025149	BN	NKD1 
TUBB2B	BN	NRAS 
TUBB2B	BN	ACOX1 
SIRT4	BN	Contig29699 
SIRT4	BN	AJAP1 
SIRT4	BN	U79293 
SIRT4	BN	AK026119 
IFI16	BN	SPATA13 
EFCBP1	BN	SNX10 
EFCBP1	BN	PTHR2 
C6orf168	BN	AMPH 
C6orf168	BN	CCDC34 
C6orf168	BN	ARHGEF3 
C6orf168	BN	PTTG1 
NM_175884	BN	PMM2 
ABHD7	BN	HACE1 
ABHD7	BN	ENST00000241847 
SMN2	BN	SMN1 
PSMB8	BN	CAV2 
PSMB8	BN	B2M 
PSMB8	BN	HLA-F 
PSMB8	BN	PSMB9 
PSMB8	BN	PARP9 
NDUFC2	BN	ZNF706 
NDUFC2	BN	CHML 
SLC26A1	BN	SLC22A4 
SLC26A1	BN	ZNF605 
IL4R	BN	LRRC32 
IL4R	BN	SBNO2 
IL4R	BN	ELOVL7 
IL4R	BN	ACSL5 
IL4R	BN	STARD8 
IL4R	BN	DARC 
IL4R	BN	BCL3 
IL4R	BN	GSDMDC1 
IL4R	BN	F11R 
IL4R	BN	IL15RA 
IL4R	BN	RTEL1 
HIST4H4	BN	SP6 
HIST4H4	BN	PAX3 
HIST4H4	BN	BX537891 
LGALS3BP	BN	TIMP2 
HIST1H2BK	BN	EVI2B 
STOM	BN	MRVI1 
STOM	BN	MAOA 
STOM	BN	LAMB3 
STOM	BN	IGFBP7 
HAPLN4	BN	LUZP1 
C13orf1	BN	Contig24986 
C13orf1	BN	Contig51566_RC 
C13orf1	BN	PCNX 
C13orf1	BN	DDHD2 
C13orf1	BN	Contig38398_RC 
C13orf1	BN	TXNDC13 
C13orf1	BN	C6orf57 
C13orf1	BN	RTF1 
C13orf1	BN	DPP10 
C13orf1	BN	NM_024666 
C13orf1	BN	BC040287 
C13orf1	BN	HSS00138593 
SLFN11	BN	FGL2 
ZNF25	BN	ODF2L 
ZNF25	BN	PDE4D 
ZNF25	BN	EIF5A2 
ZNF25	BN	RBM11 
ZNF25	BN	hCT1958566.1 
DAAM2	BN	4-Sep
DAAM2	BN	Contig40685_RC 
DAAM2	BN	KIF13B 
PAPLN	BN	AL353946 
DIRAS2	BN	AL117636 
DIRAS2	BN	NM_032435 
DIRAS2	BN	KRT222P 
DIRAS2	BN	XM_166973 
MCL1	BN	HRASLS 
MCL1	BN	ZC3HAV1 
MCL1	BN	DOCK6 
FBXO16	BN	C1orf165 
FBXO16	BN	NRIP3 
FBXO16	BN	AK092375 
PROX1	BN	KCNK10 
COL24A1	BN	COL5A2 
PREP	BN	Contig10653_RC 
PREP	BN	Contig40959_RC 
AADACL1	BN	TSPYL1 
AADACL1	BN	C11orf69 
CUL3	BN	HSS00176041 
CUL3	BN	AK054772 
CRB2	BN	C10orf114 
CRB2	BN	PFKFB4 
CHN2	BN	BC038570 
ZNF533	BN	MPPED1 
ZNF533	BN	RPUSD4 
ZNF533	BN	GALNT9 
NM_024841	BN	Contig24252_RC 
NM_024841	BN	CBR1 
NPM2	BN	TNNT2 
NPM2	BN	MYBBP1A 
NPM2	BN	ZDHHC8 
NPM2	BN	ZNF179 
MT1X	BN	hCT2324063 
TRIM21	BN	BATF2 
SIPA1	BN	KIF1C 
SIPA1	BN	Contig404 
SIPA1	BN	TNIP2 
SIPA1	BN	SLC43A3 
SIPA1	BN	STK10 
SIPA1	BN	TMC6 
SIPA1	BN	TRIP10 
SIPA1	BN	TMC8 
SIPA1	BN	SLC4A2 
PEX11B	BN	CABYR 
PEX11B	BN	MPP1 
PEX11B	BN	AB051511 
CHAF1B	BN	MRPS30 
BBS7	BN	COL10A1 
BBS7	BN	RSE_00000531205 
UBE2E2	BN	CHST1 
UBE2E2	BN	ARMC9 
UBE2E2	BN	MICAL2 
UBE2E2	BN	YWHAG 
COL4A1	BN	Contig39389_RC 
COL4A1	BN	EDNRA 
COL4A1	BN	JAG1 
COL4A1	BN	VEGFC 
COL4A1	BN	ALG9 
COL4A1	BN	ENPEP 
COL4A1	BN	PTGER1 
COL4A1	BN	SULT1B1 
COL4A1	BN	COL4A2 
COL4A1	BN	MALL 
IL15RA	BN	TEAD4 
IL15RA	BN	SH3BP2 
IL15RA	BN	PLA1A 
IL15RA	BN	SEMA3F 
IL15RA	BN	CSDA 
SOX7	BN	SLC26A2 
SOX7	BN	IER3 
PRKD3	BN	Contig27741_RC 
PRKD3	BN	B3GNT5 
PRKD3	BN	TMEM123 
PRKD3	BN	NM_024049 
PRKD3	BN	TMEM133 
PRKD3	BN	YES1 
PGM2L1	BN	CPNE4 
PGM2L1	BN	CNIH3 
HIST1H2BN	BN	HIST1H2BM 
CACNA1A	BN	Contig18967_RC 
CACNA1A	BN	IGSF9B 
CACNA1A	BN	ENST00000290053 
SVIL	BN	GATA6 
SVIL	BN	VGLL3 
SVIL	BN	C1orf24 
ANTXR1	BN	PDLIM3 
ANTXR1	BN	Contig54847_RC 
ANTXR1	BN	TEGT 
TMEM165	BN	TRPM6 
TMEM165	BN	AK056534 
EBNA1BP2	BN	ENST00000296045 
RHBDL2	BN	HSS00181268 
JPH3	BN	C6orf137 
JPH3	BN	NM_014731 
JPH3	BN	LRRC62 
JPH3	BN	KCNN1 
NM_175894	BN	AL133090 
NM_175894	BN	GLB1L3 
NM_175894	BN	ZNF533 
NM_175894	BN	HSS00013911 
NM_175894	BN	AI279148 
CHRNA7	BN	ABCC6 
HIST1H4E	BN	HIST1H4C 
PTGDR	BN	SIX1 
PTGDR	BN	PDGFD 
PTGDR	BN	MEOX2 
HIST1H2BM	BN	ATP6V0E1 
HIST1H2BM	BN	HIST1H2AC 
HIST1H2BM	BN	HIST1H2BK 
PLOD2	BN	Contig56026_RC 
PLOD2	BN	HGF 
PLOD2	BN	AL110176 
MAP1A	BN	MAST1 
MAP1A	BN	NCDN 
MAP1A	BN	HRH3 
PRRT1	BN	RND1 
PRRT1	BN	ACVR1B 
PRRT1	BN	AL831835 
GAP43	BN	RSE_00000565165 
DLL4	BN	ADORA2A 
DLL4	BN	BCL6B 
DLL4	BN	AK092472 
NM_173713	BN	EDG5 
NM_173713	BN	RAVER1 
NM_173713	BN	HSS00327785 
NM_173713	BN	XM_116196 
NRBP2	BN	DOK3 
NRBP2	BN	SORCS2 
NRBP2	BN	ZFYVE16 
NRBP2	BN	HESX1 
HLA-DPA1	BN	IRF5 
HLA-DPA1	BN	NM_172004 
IGFBP6	BN	TSC22D3 
SLC9A9	BN	PPAPDC1A 
SLC9A9	BN	PIR 
SLC9A9	BN	AF131813 
COL18A1	BN	SCUBE3 
COL18A1	BN	CNN2 
GPM6B	BN	GATM 
GPM6B	BN	COX7A1 
GPM6B	BN	PSAT1 
CSMD3	BN	USP6 
CSMD3	BN	NM_014715 
EYA1	BN	FLRT2 
PRSS12	BN	FNDC1 
PRSS12	BN	DEFA4 
PRSS12	BN	NUDT10 
HIF3A	BN	PPP1R1B 
HIF3A	BN	ADAM33 
BRUNOL4	BN	GREM2 
BRUNOL4	BN	TMEM123 
BRUNOL4	BN	ATCAY 
BRUNOL4	BN	HSS00100143 
BRUNOL4	BN	AF088005 
EIF1AY	BN	DDX3Y 
EIF1AY	BN	HSFY1 
EIF1AY	BN	JARID1D 
EIF1AY	BN	CYorf15A 
EIF1AY	BN	CYorf14 
ZIC2	BN	FZD1 
ZIC2	BN	FZD7 
ZIC2	BN	Contig55048_RC 
ZIC2	BN	GLI3 
ZIC2	BN	MSX1 
ZIC2	BN	WNT6 
B3GNT4	BN	HAVCR2 
UBXD3	BN	CCR6 
UBXD3	BN	ENST00000295286 
CX3CR1	BN	IGSF6 
CX3CR1	BN	P2RY12 
CX3CR1	BN	P2RY13 
CX3CR1	BN	CLEC9A 
CX3CR1	BN	BC030092 
CSPG5	BN	Contig38388_RC 
CSPG5	BN	SLC7A10 
CSPG5	BN	ARRDC3 
CSPG5	BN	WFDC1 
COL4A4	BN	Contig39389_RC 
CNTNAP2	BN	REPS2 
CNTNAP2	BN	AK090935 
GPM6A	BN	LZTFL1 
CCDC117	BN	DNAJB1 
CCDC117	BN	THAP2 
CCDC117	BN	SNHG3 
BCAM	BN	C1orf164 
SIX5	BN	TMEM51 
SIX5	BN	TCF7L1 
SIX5	BN	BOC 
SIX5	BN	AF086149 
SIX5	BN	EYA2 
SIX5	BN	EFNB1 
SIX5	BN	TDRD10 
RAI14	BN	SPARC 
TBC1D8B	BN	FRYL 
OSBPL10	BN	SMYD2 
OSBPL10	BN	TMEM163 
OSBPL10	BN	OCA2 
RAB3A	BN	ATP1A3 
RAB3A	BN	BC027847 
RAB3A	BN	CKMT1A 
RBM3	BN	AL050061 
RBM3	BN	AF136408 
RBM3	BN	ACADSB 
RBM3	BN	ENST00000236199 
RBM3	BN	NM_032623 
RBM3	BN	PDK1 
RBM3	BN	C21orf122 
RBM3	BN	SUV420H1 
RBM3	BN	GPATC2 
RBM3	BN	AF511647 
RBM3	BN	HSS00009331 
RBM3	BN	BC030122 
ZDHHC23	BN	CSRP1 
ZDHHC23	BN	HTR4 
GPR144	BN	HBG1 
GPR144	BN	NM_153368 
GPR144	BN	KRT1 
B4GALT1	BN	SLC7A2 
B4GALT1	BN	AK055527 
DNAJC12	BN	SLC25A4 
TCBA1	BN	KIAA1522 
CHM	BN	OXCT1 
CHM	BN	Contig39132_RC 
CHM	BN	TRIM23 
CHM	BN	MTX2 
CHM	BN	RASA1 
PARP12	BN	MX2 
DOK6	BN	FLNC 
DOK6	BN	SLC39A1 
NM_152519	BN	HSS00142930 
FBXO34	BN	PANX1 
FBXO34	BN	MORF4L2 
FBXO34	BN	RAPGEF2 
ZNF366	BN	C1orf64 
ELF2	BN	PCSK7 
XM_068475	BN	NM_006009 
AK095549	BN	SLC25A27 
AK095549	BN	Contig38965_RC 
AK095549	BN	Contig39122_RC 
AK095549	BN	RGMB 
AK095549	BN	PTGER3 
AK095549	BN	C6orf157 
hCT1639904.2	BN	ATP5H 
hCT1639904.2	BN	XM_066617 
FIGLA	BN	hCT1971337.1 
XM_209625	BN	ENST00000294839 
XM_209625	BN	hCT1832813.1 
AK096481	BN	CAMK2N1 
AK096481	BN	AL831861 
AK096481	BN	HSS00031488 
HSS00090278	BN	MLXIP 
HSS00090278	BN	Contig10434_RC 
HSS00090278	BN	AF318328 
HSS00090278	BN	AF086001 
HSS00090278	BN	HSS00185415 
hCT1955556	BN	PPP1R1C 
hCT1955556	BN	APOD 
hCT1955556	BN	NKD1 
BC037880	BN	GRM7 
XM_210146	BN	RPS27 
XM_210146	BN	RPS2 
XM_210146	BN	RPS18 
XM_210146	BN	hCT10008.2 
XM_063552	BN	RQCD1 
XM_063552	BN	VLDLR 
XM_063552	BN	CPEB1 
XM_063552	BN	HIF3A 
hCT1641284.2	BN	PTPLAD1 
HSS00303655	BN	HSS00256627 
hCT1970968.1	BN	PDK1 
hCT1970968.1	BN	CTSB 
hCT1970968.1	BN	NM_176827 
RFPL1S	BN	CA13 
RFPL1S	BN	PSIP1 
RFPL1S	BN	GPRASP2 
RFPL1S	BN	VSNL1 
RFPL1S	BN	JAKMIP1 
RFPL1S	BN	hCT1815989.2 
HSS00062828	BN	SIX3 
XM_169397	BN	TPTE2 
FAM87A	BN	FAM87B 
hCT1768661.1	BN	FABP5 
hCT1768661.1	BN	hCT23399.2 
XM_104054	BN	NM_006394 
TBX18	BN	CHMP4C 
SLC30A6	BN	ENST00000356407 
HSS00183722	BN	HSS00055158 
HSS00183722	BN	HSS00146756 
HSS00183722	BN	HSS00023267 
hCT1805937.2	BN	HSPE1 
hCT1805937.2	BN	ENST00000298543 
hCT1805937.2	BN	HSS00061243 
AK094685	BN	CHL1 
hCT1954034	BN	hCT31701.2 
XM_065453	BN	ENST00000299675 
XM_065453	BN	hCT1831767.2 
BC015721	BN	C14orf109 
hCT2332577	BN	LAMA1 
hCT2332577	BN	PSAT1 
hCT2332577	BN	hCT2317962 
HSS00138245	BN	CCT6B 
HSS00138245	BN	CXorf48 
HSS00138245	BN	ZNF226 
HSS00138245	BN	TUSC5 
HSS00138245	BN	AF218021 
HSS00138245	BN	HSS00334772 
HSS00048911	BN	AL832615 
AF400502	BN	Contig40015_RC 
AF400502	BN	AL162042 
AF400502	BN	GLB1L3 
AF400502	BN	HSS00371094 
AK055271	BN	TMEM16E 
AK055271	BN	AK098543 
HSS00082803	BN	Contig15167_RC 
HSS00082803	BN	AB051442 
BC040181	BN	Contig35138_RC 
HSS00217042	BN	AK090912 
C14orf125	BN	PTPN13 
C14orf125	BN	ITGB8 
C14orf125	BN	BTBD14A 
C14orf125	BN	LRIG3 
HSS00181268	BN	Contig48954_RC 
HSS00181268	BN	Contig8660_RC 
HSS00181268	BN	PEX11G 
HSS00181268	BN	DHFRL1 
HSS00181268	BN	AGA 
HSS00181268	BN	NM_024592 
HSS00181268	BN	hCT1771447.1 
HSS00181268	BN	BC005066 
hCT18627.2	BN	KDELR2 
hCT18627.2	BN	ACTG1 
hCT18627.2	BN	ENST00000295003 
hCT18627.2	BN	ENST00000300165 
hCT18627.2	BN	ENST00000236678 
hCT18627.2	BN	hCT2255778 
BC009533	BN	PCDH19 
BC009533	BN	NNAT 
hCT2334960	BN	HSS00136728 
hCT1654206.2	BN	XM_166897 
AK024962	BN	BPGM 
AK024962	BN	CCDC40 
AL133568	BN	hCT1970806.1 
hCT1832239.2	BN	ADFP 
hCT1832239.2	BN	ANGPTL4 
XM_210231	BN	CHEK1 
XM_210231	BN	GCLM 
XM_210231	BN	SIAE 
XM_210231	BN	XM_172410 
AK098797	BN	U52827 
AK098797	BN	AL157455 
AK098797	BN	AF075003 
AK098797	BN	AK096580 
AK098797	BN	BX105660 
hCT1957935.1	BN	AF147351 
hCT1970937.1	BN	DOK3 
HSS00104556	BN	SPECC1 
HSS00104556	BN	HSS00137371 
HSS00104556	BN	XM_212067 
HSS00327785	BN	MERTK 
HSS00327785	BN	NM_207390 
HSS00040851	BN	MEG8 
PARP8	BN	LRRC40 
PARP8	BN	CCDC65 
AK092825	BN	HIVEP3 
AK092825	BN	AF289562 
AK092825	BN	MSH4 
AK092825	BN	TMEM39A 
ZNF451	BN	PLD2 
ZNF451	BN	hCT2266787 
AK055445	BN	TACSTD1 
PYCR2	BN	NM_152714 
HSS00138605	BN	Contig30343_RC 
HSS00138605	BN	AK057810 
HSS00138605	BN	C5orf22 
HSS00138605	BN	AF086387 
METT5D1	BN	PFKFB2 
XM_172255	BN	C11orf76 
AK022236	BN	CYBRD1 
XM_172531	BN	SAMD10 
XM_172531	BN	ITGA2 
XM_172531	BN	IMPDH2 
hCT9444.1	BN	C14orf111 
AK024321	BN	AK022370 
hCT1646386.3	BN	C19orf18 
hCT2324063	BN	HIST3H2BB 
hCT2324063	BN	hCT32199.2 
hCT2324063	BN	hCT15833.2 
hCT6710.3	BN	hCT11784.3 
hCT6710.3	BN	hCT2336113 
HSS00099608	BN	THRA 
HSS00099608	BN	XM_066522 
HSS00099608	BN	hCT1954345.1 
BC008052	BN	Contig28164_RC 
BC008052	BN	Contig45279_RC 
BC008052	BN	EXOC8 
BC008052	BN	HSS00051650 
BC008052	BN	AK093652 
ZNF295	BN	SLC6A6 
ZNF295	BN	HSS00138924 
HSS00146756	BN	Contig15746_RC 
hCT1971360	BN	hCT1825787.2 
HSS00213762	BN	XM_066760 
AK091667	BN	NHLRC1 
AK091667	BN	LPA 
AK054978	BN	KIAA1751 
GRIP1	BN	TYRP1 
GRIP1	BN	AF075087 
hCT1642704.2	BN	RQCD1 
hCT1642704.2	BN	ENST00000296926 
hCT1642704.2	BN	CCNC 
hCT1642704.2	BN	RRAGB 
hCT1642704.2	BN	GTF2H3 
hCT1642704.2	BN	LMBR1 
BC036244	BN	Contig27082_RC 
HSS00178988	BN	XM_210492 
HSS00178988	BN	AF052090 
HSS00178988	BN	HSS00046340 
HSS00178988	BN	CXorf25 
hCT28758.2	BN	CDC14A 
hCT28758.2	BN	NEBL 
hCT28758.2	BN	GPR125 
hCT28758.2	BN	GJA1 
hCT28758.2	BN	DIAPH3 
hCT28758.2	BN	GRAMD3 
hCT28758.2	BN	TLR4 
hCT28758.2	BN	HNMT 
HSS00085488	BN	TLL2 
HSS00085488	BN	HSS00011372 
PCGF2	BN	CACNA1G 
HSS00264781	BN	Contig6383_RC 
HSS00264781	BN	AL110203 
HSS00264781	BN	HSS00305875 
HSS00264781	BN	AK091571 
AK090694	BN	SDPR 
AK090694	BN	BTNL9 
AK090694	BN	ZNF366 
TATDN3	BN	TCAP 
TATDN3	BN	LRRC40 
TATDN3	BN	AGTPBP1 
TATDN3	BN	BTNL9 
TATDN3	BN	TMEM128 
TATDN3	BN	NM_138476 
HSS00248228	BN	SHANK2 
HSS00248228	BN	PGM2L1 
hCT2251845	BN	NUP50 
HSS00001370	BN	ZNF451 
hCT32705.2	BN	HSS00209316 
AK024979	BN	AK023947 
AL049987	BN	NM_006780 
AL049987	BN	AW385677 
AK094270	BN	GRB7 
XM_211704	BN	Contig11604_RC 
XM_211704	BN	AL133568 
HSS00126613	BN	NM_032623 
HSS00126613	BN	AL133627 
AF143324	BN	DNAJC6 
AF143324	BN	MCAT 
AF143324	BN	KLK6 
OR5H14	BN	XM_066394 
AK092249	BN	NPC1L1 
AK092249	BN	HSS00126613 
AF035297	BN	Contig10387_RC 
AF035297	BN	HSS00058128 
AF035297	BN	HSS00178529 
HSS00040802	BN	AK098828 
SH3TC2	BN	AK022016 
PCID2	BN	Contig36385_RC 
PCID2	BN	HSPA12A 
PCID2	BN	RORA 
PCID2	BN	HSS00303405 
RNPC3	BN	NM_144610 
hCT1764595.2	BN	LTBR 
hCT1764595.2	BN	ENST00000285338 
hCT1764595.2	BN	STAB1 
hCT1764595.2	BN	NM_175884 
hCT1764595.2	BN	IL1RN 
hCT1764595.2	BN	TNFAIP3 
AL049355	BN	CSNK2A1 
AL049355	BN	MAS1L 
AL049355	BN	HSS00087976 
AF143866	BN	KIF14 
hCT2285108	BN	C20orf149 
hCT2285108	BN	INTU 
hCT2285108	BN	hCT1644717.2 
hCT2285108	BN	AB046420 
HSS00348353	BN	KCNK9 
HSS00178724	BN	PDLIM7 
HSS00178724	BN	hCT16752.3 
C16orf58	BN	Contig36059_RC 
C16orf58	BN	TMEM112 
AK090595	BN	BC017209 
AK090595	BN	AL713724 
hCT1643789.2	BN	NM_174924 
hCT1642584.2	BN	MYBPC1 
HSS00046505	BN	CYP4F2 
HSS00046505	BN	RP11-162I21.1 
HSS00046127	BN	AL117559 
HSS00008035	BN	AK056011 
HSS00008035	BN	AL353951 
HSS00049192	BN	MLLT7 
HSS00049192	BN	AK021746 
HSS00049192	BN	HECTD2 
HSS00049192	BN	hCT1833306.1 
C10orf104	BN	ZNF417 
C10orf104	BN	NUMA1 
HSS00090175	BN	Contig45091_RC 
AK000176	BN	HSS00180999 
XM_210438	BN	AF069136 
AL833074	BN	AF090888 
hCT2255778	BN	RSE_00000613195 
hCT2255778	BN	ACTB 
AF090888	BN	BC040657 
DOCK4	BN	Contig43664_RC 
DOCK4	BN	AF085871 
XM_210610	BN	HRSP12 
hCT1833769.2	BN	HSS00040802 
AK023572	BN	ENG 
AF143876	BN	HSS00217042 
HSS00292164	BN	PON3 
hCT1771447.1	BN	HSS00009018 
hCT1771447.1	BN	HSS00051207 
hCT1771447.1	BN	BC035629 
AK094519	BN	Contig24308_RC 
AK094519	BN	AL080065 
AK094519	BN	tcag7.216 
AK094519	BN	ABCA10 
AK094519	BN	AK054988 
AK094519	BN	BC036638 
AK094519	BN	CYP2E1 
hCT1825787.2	BN	HSP90AB6P 
hCT1825787.2	BN	AK092127 
CUL2	BN	SCGB3A2 
HSS00335235	BN	ATP8A2 
HSS00335235	BN	AJ227908 
HSS00335235	BN	UBXD3 
AL833543	BN	PLA1A 
HSS00405184	BN	PDE4C 
AK095163	BN	RSE_00000729974 
AK095163	BN	C1orf175 
AK095163	BN	EGF 
AK095163	BN	SLC5A3 
AK095163	BN	HSS00085435 
AL360255	BN	GOT2 
XM_166897	BN	NR1I3 
XM_166897	BN	XM_210345 
hCT2265402	BN	Contig28953_RC 
hCT2265402	BN	TRIM48 
XM_210492	BN	AF074993 
XM_210492	BN	ATP11C 
XM_210492	BN	HSS00123891 
XM_210492	BN	XM_169372 
XM_210492	BN	hCT2270530 
hCT2328745	BN	MAD2L1 
AK023774	BN	Contig41363_RC 
AK023774	BN	AK091825 
AK023774	BN	AB046420 
HSS00137371	BN	C10orf107 
HSS00137371	BN	NANOG 
hCT2271362	BN	AF085923 
hCT2271362	BN	hCT2294492 
HSS00232196	BN	HSS00114082 
HSS00232196	BN	AK091662 
HSS00209316	BN	OLFM2 
AF147321	BN	S100A10 
AF147321	BN	EMILIN1 
AF147321	BN	CLCF1 
AF147321	BN	BGN 
BC035072	BN	STEAP4 
AF143880	BN	JUN 
AF143880	BN	LRRIQ1 
XM_115036	BN	CAMK4 
XM_115036	BN	UBE2T 
XM_115036	BN	hCT1829182.2 
AL833050	BN	Contig39226_RC 
AL833050	BN	AK021509 
AL833050	BN	AL713630 
AL833050	BN	AK055146 
AL833050	BN	AL832101 
AL833050	BN	HSS00023265 
HSS00004048	BN	IGSF4 
HSS00004048	BN	AF339810 
AL833334	BN	BCAR3 
hCT1833306.1	BN	ACTG1 
hCT1833306.1	BN	SMAD3 
hCT1833306.1	BN	HSD17B8 
HSS00090501	BN	SEZ6 
STXBP5L	BN	Contig47895_RC 
STXBP5L	BN	R3HDM1 
STXBP5L	BN	WNT10B 
STXBP5L	BN	SATL1 
STXBP5L	BN	UNC5D 
STXBP5L	BN	ZNF215 
STXBP5L	BN	FAM26C 
STXBP5L	BN	NM_207451 
AK022204	BN	Contig13981_RC 
AK022204	BN	Contig37202_RC 
AK022204	BN	AK021932 
AK022204	BN	AK022086 
AK022204	BN	AF075045 
AK022204	BN	AF085888 
AK022204	BN	AF086551 
HSS00138924	BN	AVIL 
HSS00138924	BN	AK074181 
hCT32310.2	BN	hCT1783331.1 
BC006563	BN	C8orf16 
HSS00084775	BN	Contig33979_RC 
HSS00084775	BN	PXDNL 
HSS00084775	BN	FOXJ1 
HSS00084775	BN	NM_024846 
HSS00084775	BN	SRGAP1 
COMMD7	BN	XM_209625 
COMMD7	BN	SULT1A4 
COMMD7	BN	HSS00264916 
COMMD7	BN	HSS00143407 
COMMD7	BN	MEIS3P1 
BC020911	BN	RP4-747L4.3 
BC020911	BN	HSS00131287 
BC020911	BN	AF085958 
HSS00264296	BN	HSS00090564 
HSS00264296	BN	hCT27989.2 
HSS00264296	BN	HSS00136419 
AL831861	BN	AK057974 
AL831861	BN	HSS00173586 
AL831861	BN	AK025799 
HSS00024711	BN	PXDNL 
HSS00299206	BN	HSS00012308 
XM_101859	BN	XM_116938 
XM_101859	BN	OR10P1 
XM_101859	BN	HSS00164256 
HSS00212150	BN	PLAC2 
HSS00212150	BN	LUZP1 
HSS00212150	BN	Contig46007 
HSS00212150	BN	PPP1R14A 
HSS00212150	BN	S100A16 
HSS00212150	BN	SLC35F3 
HSS00212150	BN	ASPHD2 
HSS00212150	BN	NUP50 
HSS00225998	BN	ACRC 
HSS00225998	BN	CHRDL2 
HSS00225998	BN	hCT1960490.1 
AK022033	BN	AK022043 
AK022033	BN	AK021493 
AK022033	BN	HSS00094685 
hCT1954035.1	BN	MCM7 
AK055229	BN	GLCCI1 
AK055229	BN	AL109678 
HSS00142930	BN	Contig28383_RC 
HSS00142930	BN	ARHGEF10 
HSS00142930	BN	Contig38790_RC 
HSS00142930	BN	AK027219 
HSS00142930	BN	NM_024796 
AK091917	BN	ECEL1P2 
AL832615	BN	DSC1 
hCT1782866.2	BN	ANKRD39 
hCT1782866.2	BN	BC040975 
HSS00093010	BN	FGF9 
HSS00093010	BN	ZFP3 
HSS00093010	BN	hCT2321185 
HSS00093010	BN	AY077697 
L31955	BN	Contig9524_RC 
L31955	BN	LMCD1 
L31955	BN	BC022493 
XM_065366	BN	Contig9714_RC 
XM_065366	BN	NM_022741 
XM_065366	BN	BC014174 
HSS00171995	BN	KHDRBS2 
BC040287	BN	TDRD5 
BC040287	BN	LEPROTL1 
XM_210641	BN	XM_066522 
XM_210641	BN	AA082669 
XM_068803	BN	Contig38604_RC 
XM_068803	BN	ACCN4 
XM_068803	BN	RSE_00000397169 
XM_068803	BN	OGFOD2 
XM_068803	BN	VN1R4 
XM_068803	BN	GRM2 
XM_068803	BN	ITGA2 
XM_068803	BN	AK056610 
XM_068803	BN	HSS00211180 
AK092482	BN	WDR41 
BC039411	BN	AF088015 
BC039411	BN	DACH1 
BC039411	BN	LRRN3 
AF090096	BN	ADD2 
hCT1769498.2	BN	GABRE 
AK022848	BN	Contig31018_RC 
hCT2283962	BN	Contig24252_RC 
BC040678	BN	AK095779 
AL833045	BN	Contig35608_RC 
AL833045	BN	AF131772 
AL833045	BN	DNAJB14 
AL833045	BN	MAMDC1 
AL833045	BN	GABRB3 
AL833045	BN	AL831867 
AL833045	BN	HSS00131072 
AL833045	BN	HSS00058866 
AL833045	BN	HSS00182221 
hCT2316255	BN	ANK2 
hCT2316255	BN	PITPNB 
hCT2316255	BN	EXOC5 
hCT2316255	BN	LIN7C 
hCT2316255	BN	FEM1C 
hCT2316255	BN	XM_210231 
AF041410	BN	MATN3 
HSS00289302	BN	Contig35607_RC 
HSS00289302	BN	C4orf19 
AF085923	BN	MCART1 
AF085923	BN	HOXC13 
AK094521	BN	EPDR1 
FAM27L	BN	PKP4 
FAM27L	BN	MBP 
FAM27L	BN	TP53INP2 
PPP1R3F	BN	KIAA1509 
PPP1R3F	BN	SLC26A6 
BC016780	BN	CENPM 
HSS00178529	BN	Contig10387_RC 
HSS00178529	BN	HSS00009365 
HSS00178529	BN	DND1 
HSS00293550	BN	CLTA 
HSS00130473	BN	Contig37946_RC 
HSS00130473	BN	Contig26189_RC 
hCT2271356	BN	MDK 
HSS00330149	BN	FOXG1B 
HSS00330149	BN	BCL11B 
HSS00330149	BN	ANKRD43 
HSS00330149	BN	AK021689 
HSS00330149	BN	HSS00212150 
SOHLH1	BN	CACNA1A 
AL117426	BN	HSS00136419 
HERC2P4	BN	Contig29822_RC 
HERC2P4	BN	ENST00000298100 
HERC2P4	BN	AMAC1 
HERC2P4	BN	C21orf81 
HERC2P4	BN	UGT2B10 
HERC2P4	BN	C17orf78 
HERC2P4	BN	MMP21 
HERC2P4	BN	hCT2271362 
HERC2P4	BN	AK093362 
HERC2P4	BN	BC039393 
HERC2P4	BN	FOXD4L3 
BC037932	BN	Contig65459_RC 
BC037932	BN	LGR5 
BC037932	BN	AK094909 
HSS00051650	BN	ZNF417 
PLAC9	BN	CCL19 
PLAC9	BN	FBLN2 
AK054975	BN	AL117636 
AK054975	BN	CHGB 
AK054975	BN	RP11-11C5.2 
AK054975	BN	C13orf1 
AK022016	BN	VRK2 
DGAT2L3	BN	MRGPRG 
DGAT2L3	BN	NM_001001690 
hCT2259317	BN	C15orf21 
hCT2259317	BN	hCT2285108 
hCT2259317	BN	hCT1955971 
hCT2276638	BN	NDUFC2 
AK095178	BN	AK091667 
HSS00051207	BN	AK095655 
BC022384	BN	CYorf15B 
HSS00063413	BN	SLC23A2 
HSS00063413	BN	ENPP5 
HSS00063413	BN	PRR6 
HSS00063413	BN	hCT1849228.1 
HSS00063413	BN	AK001551 
XM_211349	BN	RPH3AL 
HSS00006554	BN	FBXW7 
AK023312	BN	NAT6 
ANXA2P2	BN	S100A10 
ANXA2P2	BN	FER1L3 
ANXA2P2	BN	ANXA2 
ANXA2P2	BN	DCN 
ANXA2P2	BN	C1orf54 
ANXA2P2	BN	PDLIM1 
ANXA2P2	BN	hCT29355.3 
