Number,SMILES,IUPAC name,Name,MW
287,CC(C)C[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O,[(1S)-3-methyl-1-[(2S)-3-phenyl-2-(pyrazin-2-ylformamido)propanamido]butyl]boronic acid,Bortezomib,384.2
288,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,"3-[2-(tert-butylamino)-1-hydroxyethyl]-5-[(dimethylcarbamoyl)oxy]phenyl N,N-dimethylcarbamate",Bambuterol ,367.4
289,OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"2-[4-(4-chlorophenyl)-2-phenyl-1,3-thiazol-5-yl]acetic acid",Fentiazac,329.8
290,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",Mephenytoin,218.3
291,CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1,"7-chloro-3-methyl-2H-1__,2,4-benzothiadiazine-1,1-dione",Diazoxide,230.7
292,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,5-chloro-N-[2-(4-{[(cyclohexylcarbamoyl)amino]sulfonyl}phenyl)ethyl]-2-methoxybenzamide,Glyburide,494
293,NC1=CC(=NC(=N)N1O)N1CCCCC1,"6-amino-2-imino-4-(piperidin-1-yl)-1,2-dihydropyrimidin-1-ol",Minoxidil,209.2
294,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,1-(azepan-1-yl)-3-(4-methylbenzenesulfonyl)urea,Tolazamide,311.4
295,[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1,2-(pyridin-3-ylformamido)ethyl nitrate,Nicorandil,211.2
296,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C1=CC=C(C=C1)C(O)=O,"4-[1-(3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydronaphthalen-2-yl)ethenyl]benzoic acid",Bexarotene,348.5
297,NC[C@H]1CC[C@@H](CC1)C(O)=O,"(1r,4r)-4-(aminomethyl)cyclohexane-1-carboxylic acid",Tranexamic acid,157.2
298,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide,Celecoxib,381.4
299,CC[C@H](N1CCCC1=O)C(N)=O,(2S)-2-(2-oxopyrrolidin-1-yl)butanamide,Levetiracetam,170.2
300,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,"4-[(4-cyanophenyl)(1H-1,2,4-triazol-1-yl)methyl]benzonitrile",Letrozole,285.3
301,CO[C@H]1C[C@H](O)O[C@@H](C)[C@@H]1O.[H][C@](C)([*])[C@H]1O[C@@]2(C[C@]3([H])C[C@@]([H])(C\C=C(C)\[C@@H](O[C@@H]4C[C@@H](OC)[C@H](C)[C@@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@]5([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O3)[C@]45O)O2)C=C[C@@H]1C, ,Abamectin,860.1
302,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CCC\C2=C\C=C1/C[C@@H](O)C[C@H](O)C1=C,"(1R,3S,5E)-5-{2-[(1R,3aS,4Z,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexane-1,3-diol",Alfacalcidol,400.6
303,COC1=CC=C(C=C1)C1=CC(=S)SS1,"5-(4-methoxyphenyl)-3H-1,2-dithiole-3-thione",Anethole-trithione,240.4
304,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,"2-[3-(1-cyano-1-methylethyl)-5-(1H-1,2,4-triazol-1-ylmethyl)phenyl]-2-methylpropanenitrile",Anastrozole,293.4
305,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorobenzenesulfonyl)-2-hydroxy-2-methylpropanamide,Bicalutamide,430.4
306,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,[dichloro(phosphono)methyl]phosphonic acid,Clodronic acid,244.9
307,Cl.CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl,"(2R,3R,4S,5R,6R)-6-[(1S,2S)-2-chloro-1-{[(2S,4R)-1-methyl-4-propylpyrrolidin-2-yl]formamido}propyl]-4,5-dihydroxy-2-(methylsulfanyl)oxan-3-yl hexadecanoate hydrochloride",Clindamycin palmitate ,699.9
308,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,N-hydroxy-N'-phenyloctanediamide,Vorinostat,264.3
309,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,"9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-1H-purin-6-one",Didanosine,236.2
310,[H][C@@]1(C[C@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,"(1R,3S,7S)-10-oxo-8-azatricyclo[5.3.1.0_,_]undecan-5-yl 1H-indole-3-carboxylate",Dolasetron,324.4
311,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,(2S)-1-[(2S)-2-{[(1S)-1-carboxy-3-phenylpropyl]amino}propanoyl]pyrrolidine-2-carboxylic acid,Enalaprilat,348.4
312,CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,"(3R,5S,6E)-7-[3-(4-fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid",Fluvastatin,411.5
313,CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,"(2S,4S)-4-cyclohexyl-1-(2-{[2-methyl-1-(propanoyloxy)propoxy](4-phenylbutyl)phosphoryl}acetyl)pyrrolidine-2-carboxylic acid",Fosinopril,563.7
314,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,"4-amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one",Gemcitabine,263.2
315,[H][C@]12C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@@]3([H])O[C@@]4(C(=O)O5)[C@@]1(O)[C@H](C)C(=O)O2,"(1R,3R,6R,7S,8S,10R,11S,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0_,__.0_,_.0_,__.0__,__]nonadecane-5,15,18-trione",Ginkgolide A,408.4
316,[H][C@]12CCC[C@]([H])(C[C@@H](C1)NC(=O)C1=NN(C)C3=C1C=CC=C3)N2C,"1-methyl-N-[(1R,3r,5S)-9-methyl-9-azabicyclo[3.3.1]nonan-3-yl]-1H-indazole-3-carboxamide",Granisetron,312.4
317,N.N.O=C1CO[Pt]O1,"1,3-dioxa-2-platinacyclopentan-4-one diamine",Nedaplatin,303.2
318,O=C1O[Pt]OC1=O.[H][C@@]1(N)CCCC[C@@]1([H])N,"(1R,2R)-cyclohexane-1,2-diamine; 1,3-dioxa-2-platinacyclopentane-4,5-dione",Oxaliplatin,397.3
319,COC1=CC=C(\C=C\C)C=C1,1-methoxy-4-[(1E)-prop-1-en-1-yl]benzene,"Anethole, trans-",148.2
320,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"methyl N-[(1S)-1-{N'-[(2S,3S)-2-hydroxy-3-[(2S)-2-[(methoxycarbonyl)amino]-3,3-dimethylbutanamido]-4-phenylbutyl]-N'-{[4-(pyridin-2-yl)phenyl]methyl}hydrazinecarbonyl}-2,2-dimethylpropyl]carbamate",Atazanavir,704.9
321,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1,"2-(morpholin-4-yl)ethyl (4E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3-dihydro-2-benzofuran-5-yl)-4-methylhex-4-enoate",Mycophenolate mofetil,433.5
322,CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O,5-chloro-3-(4-methanesulfonylphenyl)-2-(6-methylpyridin-3-yl)pyridine,Etoricoxib,358.8
323,NC1=NC(Cl)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,"(2R,3R,4S,5R)-5-(6-amino-2-chloro-9H-purin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol",Clofarabine,303.7
324,[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,"1-[3-(dimethylamino)propyl]-3-ethyl-1-[(2R,4R,7R)-6-(prop-2-en-1-yl)-6,11-diazatetracyclo[7.6.1.0_,_.0__,__]hexadeca-1(15),9,12(16),13-tetraene-4-carbonyl]urea",Cabergoline,451.6
325,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1,"3-{4-[3-(3,4,5-trimethoxybenzoyloxy)propyl]-1,4-diazepan-1-yl}propyl 3,4,5-trimethoxybenzoate",Dilazep,604.7
326,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,{1-hydroxy-3-[methyl(pentyl)amino]-1-phosphonopropyl}phosphonic acid,Ibandronate,319.2
327,[H][C@](C)(O)[C@@]1([H])C(=O)N2C(C(O)=O)=C(C[C@]12[H])SCCNC=N,"(5R,6S)-6-[(1R)-1-hydroxyethyl]-3-[(2-methanimidamidoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",Imipenem,299.3
328,ClCCN(N=O)C(=O)NC1CCCCC1,3-(2-chloroethyl)-1-cyclohexyl-3-nitrosourea,Lomustine,233.7
329,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,6-[3-(adamantan-1-yl)-4-methoxyphenyl]naphthalene-2-carboxylic acid,Adapalene,412.5
330,COC1=C(OC)C(OC)=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C=C1,"1-[bis(4-fluorophenyl)methyl]-4-[(2,3,4-trimethoxyphenyl)methyl]piperazine",Lomerizine ,468.5
331,Cl.CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,"2-[1-(2,6-dichlorophenoxy)ethyl]-4,5-dihydro-1H-imidazole hydrochloride",Lofexidine ,295.6
332,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],"(4R,5S,6S)-3-{[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",Meropenem,383.5
333,CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O,"6-({2-[(2-hydroxyethyl)[3-(4-nitrophenyl)propyl]amino]ethyl}amino)-1,3-dimethyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",Nifekalant ,405.4
334,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,"(4R,7S,10S,13R,16S,19R)-19-[(2R)-2-amino-3-phenylpropanamido]-10-(4-aminobutyl)-16-benzyl-N-[(2R,3R)-1,3-dihydroxybutan-2-yl]-7-[(1R)-1-hydroxyethyl]-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosane-4-carboxamide",Octreotide,1019.2
335,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,"ethyl (3R,4R,5S)-5-amino-4-acetamido-3-(pentan-3-yloxy)cyclohex-1-ene-1-carboxylate",Oseltamivir,312.4
336,[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].NCCC(O)(P(O)(=O)O[Na])P(O)(=O)O[Na],{3-amino-1-hydroxy-1-[hydroxy(sodiooxy)phosphoryl]propyl}(sodiooxy)phosphinic acid pentahydrate,Pamidronate 2Na 5H2O,369.1
337,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",Pramipexole,211.3
338,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,(2S)-N-[(2S)-5-carbamimidamido-1-[(2S)-2-[(carbamoylmethyl)carbamoyl]pyrrolidin-1-yl]-1-oxopentan-2-yl]-2-[(2R)-2-[(2S)-2-[(2S)-3-hydroxy-2-[(2S)-2-[(2S)-3-(1H-imidazol-4-yl)-2-{[(2S)-5-oxopyrrolidin-2-yl]formamido}propanamido]-3-(1H-indol-3-yl)propanamido]propanamido]-3-(4-hydroxyphenyl)propanamido]-3-(1H-indol-3-yl)propanamido]-4-methylpentanamide,Triptorelin,1311.4
339,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H]([C@H]1C)C(=O)OC)C=C2[O-],"(7S,9E,11R,12R,13R,14R,15R,16R,17R,18R,19E,21Z)-2,15,17,29-tetrahydroxy-11-methoxy-13-(methoxycarbonyl)-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1_,_.0_,__]triaconta-1(28),2,4,9,19,21,25(29),26-octaen-27-olate",RIFAMYCIN SV,696.8
340,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,[1-hydroxy-1-phosphono-2-(pyridin-3-yl)ethyl]phosphonic acid,Risedronic acid,283.1
341,[Br-].[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,"1-[(1S,2S,4S,5S,7S,10R,11S,13S,14R,15S)-14-(acetyloxy)-5-hydroxy-2,15-dimethyl-4-(morpholin-4-yl)tetracyclo[8.7.0.0_,_.0__,__]heptadecan-13-yl]-1-(prop-2-en-1-yl)pyrrolidin-1-ium bromide",Rocuronium bromide,609.7
342,CCCS(=O)C1=CC2=C(NC(NC(=O)OC)=N2)C=C1,"methyl N-[5-(propane-1-sulfinyl)-1H-1,3-benzodiazol-2-yl]carbamate",Ricobendazole,281.3
343,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)C(C)(C)S2(=O)=O,"(2S,5R)-3,3-dimethyl-4,4,7-trioxo-4__-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Sulbactam,233.2
344,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl,"(2R,3R)-2-(2,2-dichloroacetamido)-3-hydroxy-3-(4-methanesulfonylphenyl)propyl 2-aminoacetate",Thiamphenicol glycinate,413.3
345,CC(C)(C)NCC(O)C1=CC=CC=C1Cl,2-(tert-butylamino)-1-(2-chlorophenyl)ethan-1-ol,Tulobuterol,227.7
346,[H][C@@]12N3CC[C@]11[C@@H](N(C)C4=C1C=C(C(OC)=C4)[C@]1(C[C@@]4([H])CN(CC(CC)=C4)CC4=C1NC1=C4C=CC=C1)C(=O)OC)[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,"methyl (1R,9R,10S,11R,12R,19R)-11-(acetyloxy)-12-ethyl-4-[(12S,14R)-16-ethyl-12-(methoxycarbonyl)-1,10-diazatetracyclo[12.3.1.0_,__.0_,_]octadeca-3(11),4(9),5,7,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0_,_.0_,_.0__,__]nonadeca-2(7),3,5,13-tetraene-10-carboxylate",Vinorelbine,778.9
347,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@]5([H])C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=C5C=CC=C4)C(=O)OC)N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O,"sulfuric acid methyl (1S,13S,15S,17S)-13-[(1R,9R,10S,11R,12R,19R)-10-carbamoyl-12-ethyl-10,11-dihydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0_,_.0_,_.0__,__]nonadeca-2(7),3,5,13-tetraen-4-yl]-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.0_,__.0_,__]nonadeca-4(12),5(10),6,8-tetraene-13-carboxylate",Vindesine sulfate,852
348,OC(=O)C1=C(O)C2=C(C=CC=C2)C=C1.OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,1-hydroxynaphthalene-2-carboxylic acid; 4-(1-hydroxy-2-{[6-(4-phenylbutoxy)hexyl]amino}ethyl)-2-(hydroxymethyl)phenol,Salmeterol xinafoate,603.7
349,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@]5([H])C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=C5C=CC=C4)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,"sulfuric acid methyl (1R,9R,10S,11R,12R,19R)-11-(acetyloxy)-12-ethyl-4-[(1S,13S,15S,17S)-17-ethyl-17-hydroxy-13-(methoxycarbonyl)-1,11-diazatetracyclo[13.3.1.0_,__.0_,__]nonadeca-4(12),5(10),6,8-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.0_,_.0_,_.0__,__]nonadeca-2(7),3,5,13-tetraene-10-carboxylate",Vincristine sulfate,923
350,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,2-({2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetyl}oxy)acetic acid,Acemetacin,415.8
351,CC(=O)OC1=C(C=CC=C1)C(O)=O,2-(acetyloxy)benzoic acid,Acetylsalicylic Acid,180.2
352,CC1=[N+]([O-])C=C(N=C1)C(O)=O,5-carboxy-2-methylpyrazin-1-ium-1-olate,Acipimox,154.1
353,OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,"2-[(2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetyl)oxy]acetic acid",Aceclofenac,354.2
354,NC1=NC2=C(N=CN2COCCO)C(=O)N1,"2-amino-9-[(2-hydroxyethoxy)methyl]-6,9-dihydro-1H-purin-6-one",Acycloguanosine,225.2
355,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",3'-Azido-3'-deoxythymidine,267.2
356,OC1=C2CN=NC2=NC=N1,"3H-pyrazolo[3,4-d]pyrimidin-4-ol",Allopurinol,136.1
357,NCCCC(O)(P(O)(O)=O)P(O)([O-])=O,hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate,Alendronate,248.1
358,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,"2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine",Altretamine,210.3
359,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1,"methyl N-[5-(propylsulfanyl)-1H-1,3-benzodiazol-2-yl]carbamate",Albendazole,265.3
360,OC(=O)CCC(O)=O.CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,1-{3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}-N-methylmethanesulfonamide; butanedioic acid,Sumatriptan Succinate,413.5
361,NCCCNCCSP(O)(O)=O,({2-[(3-aminopropyl)amino]ethyl}sulfanyl)phosphonic acid,Amifostine,214.2
362,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",DL-Aminoglutethimide,232.3
363,NC1=CC(O)=C(C=C1)C(O)=O,4-amino-2-hydroxybenzoic acid,4-Aminosalicylic acid,153.1
364,NC1=CC(C(O)=O)=C(O)C=C1,5-amino-2-hydroxybenzoic acid,5-Aminosalicylic acid,153.1
365,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,"(2S,5R,6R)-6-[(2R)-2-amino-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Ampicillin ,349.4
366,CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)C2=C1C=CC=C2)C(=O)NC1=NC=CC=C1,"ethyl 1-({2-methyl-1,1-dioxo-3-[(pyridin-2-yl)carbamoyl]-2H-1__,2-benzothiazin-4-yl}oxy)ethyl carbonate",Ampiroxicam,447.5
367,[H][C@]12C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@]1([H])[C@H](O)[C@H](NC)[C@@H](O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O)O2,"(2R,3R,4S,5S,6S)-2-{[(2R,3S,4R,4aR,6S,7R,8aS)-7-amino-6-{[(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl]oxy}-4-hydroxy-3-(methylamino)-octahydropyrano[3,2-b]pyran-2-yl]oxy}-5-amino-6-(hydroxymethyl)oxane-3,4-diol",Apramycin,539.6
368,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(OC(=O)[C@@H]2C)O4,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0_,__.0_,__]hexadecan-10-one",Artemisinin,282.3
369,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,2-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide,Atenolol,266.3
370,OS(=O)(=O)C1=CC=CC=C1.OS(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,"1-[(3,4-dimethoxyphenyl)methyl]-2-[3-({5-[(3-{1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl}propanoyl)oxy]pentyl}oxy)-3-oxopropyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium; bis(benzenesulfonic acid)",Atracurium besylate,1245.5
371,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,1-(4-fluorophenyl)-4-[4-(pyridin-2-yl)piperazin-1-yl]butan-1-one,Azaperone,327.4
372,[H][C@@]12N(C)C3=C(C=C(C(OC)=C3)[C@]3(C[C@]4([H])C[N@@](C[C@](O)(CC)C4)CCC4=C3NC3=C4C=CC=C3)C(=O)OC)[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H],"methyl (1R,9R,10S,11R,12R,19R)-11-(acetyloxy)-12-ethyl-4-[(1S,13S,15S,17S)-17-ethyl-17-hydroxy-13-(methoxycarbonyl)-1,11-diazatetracyclo[13.3.1.0_,__.0_,__]nonadeca-4(12),5(10),6,8-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0_,_.0_,_.0__,__]nonadeca-2(7),3,5,13-tetraene-10-carboxylate",Vinblastine ,811
373,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)C(C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"(2R,3S,4R,5R,8R,11R,12S,13S,14R)-11-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-2-ethyl-3,4,10-trihydroxy-13-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",Azithromycin,749
374,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,"2-{[(Z)-[(2-amino-1,3-thiazol-4-yl)({[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]carbamoyl})methylidene]amino]oxy}-2-methylpropanoic acid",Aztreonam,435.4
375,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)C1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"2-[(2S,10S,11S,13S,14R,15S,17S)-1-fluoro-17-hydroxy-2,13,15-trimethyl-5-oxo-14-(propanoyloxy)tetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-dien-14-yl]-2-oxoethyl propanoate",Betamethasone,504.6
376,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,1-[phenyl(4-phenylphenyl)methyl]-1H-imidazole,Bifonazole,310.4
